,bill_number,display_name,first_name,id,last_name,party,state
1,0,Adams (D-WA),Brock,S180,Adams,D,WA
2,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
3,0,Baucus (D-MT),Max,S127,Baucus,D,MT
4,0,Biden (D-DE),Joseph,S010,Biden,D,DE
5,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
6,0,Boren (D-OK),David,S128,Boren,D,OK
7,0,Bradley (D-NJ),Bill,S132,Bradley,D,NJ
8,0,Breaux (D-LA),John,S179,Breaux,D,LA
9,0,Brown (R-CO),Hank,S214,Brown,R,CO
10,0,Bryan (D-NV),Richard,S206,Bryan,D,NV
11,0,Bumpers (D-AR),Dale,S014,Bumpers,D,AR
12,0,"Burdick, Quentin S (D-ND)",Quentin,S015,Burdick,D,ND
13,0,Burns (R-MT),Conrad,S211,Burns,R,MT
14,0,Byrd (D-WV),Robert,S017,Byrd,D,WV
15,0,Chafee (R-RI),John,S116,Chafee,R,RI
16,0,Coats (R-IN),Dan,S212,Coats,R,IN
17,0,Cochran (R-MS),Thad,S136,Cochran,R,MS
18,0,Cohen (R-ME),William,S137,Cohen,R,ME
19,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
20,0,Cranston (D-CA),Alan,S023,Cranston,D,CA
21,0,D'Amato (R-NY),Alfonse,S147,D'Amato,R,NY
22,0,Danforth (R-MO),John,S108,Danforth,R,MO
23,0,Daschle (D-SD),Thomas,S185,Daschle,D,SD
24,0,DeConcini (D-AZ),Dennis,S102,DeConcini,D,AZ
25,0,Dixon (D-IL),Alan,S149,Dixon,D,IL
26,0,Dodd (D-CT),Christopher,S150,Dodd,D,CT
27,0,Dole (R-KS),Bob,S026,Dole,R,KS
28,0,Domenici (R-NM),Pete,S027,Domenici,R,NM
29,0,Durenberger (R-MN),Dave,S133,Durenberger,R,MN
30,0,Exon (D-NE),J.,S129,Exon,D,NE
31,0,Ford (D-KY),Wendell,S033,Ford,D,KY
32,0,Fowler (D-GA),Wyche,S183,Fowler,D,GA
33,0,Garn (R-UT),Jake,S034,Garn,R,UT
34,0,Glenn (D-OH),John,S035,Glenn,D,OH
35,0,Gore (D-TN),Albert,S170,Gore,D,TN
36,0,Gorton (R-WA),Slade,S152,Gorton,R,WA
37,0,Graham (D-FL),Bob,S199,Graham,D,FL
38,0,Grassley (R-IA),Chuck,S153,Grassley,R,IA
39,0,Hatch (R-UT),Orrin,S118,Hatch,R,UT
40,0,Hatfield (R-OR),Mark,S044,Hatfield,R,OR
41,0,Heflin (D-AL),Howell,S130,Heflin,D,AL
42,0,Helms (R-NC),Jesse,S046,Helms,R,NC
43,0,Hollings (D-SC),Ernest,S047,Hollings,D,SC
44,0,Inouye (D-HI),Daniel,S051,Inouye,D,HI
45,0,Jeffords (R-VT),James,S204,Jeffords,R,VT
46,0,Johnston (D-LA),J.,S054,Johnston,D,LA
47,0,Kassebaum (R-KS),Nancy,S140,Kassebaum,R,KS
48,0,Kasten (R-WI),Robert,S155,Kasten,R,WI
49,0,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
50,0,Kerry (D-MA),John,S173,Kerry,D,MA
51,0,Kohl (D-WI),Herb,S209,Kohl,D,WI
52,0,Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ
53,0,Leahy (D-VT),Patrick,S057,Leahy,D,VT
54,0,Levin (D-MI),Carl,S131,Levin,D,MI
55,0,Lieberman (D-CT),Joseph,S210,Lieberman,D,CT
56,0,Lott (R-MS),Trent,S203,Lott,R,MS
57,0,Lugar (R-IN),Richard,S105,Lugar,R,IN
58,0,Mack (R-FL),Connie,S205,Mack,R,FL
59,0,McCain (R-AZ),John,S197,McCain,R,AZ
60,0,McConnell (R-KY),Mitch,S174,McConnell,R,KY
61,0,Metzenbaum (D-OH),Howard,S114,Metzenbaum,D,OH
62,0,Mikulski (D-MD),Barbara,S182,Mikulski,D,MD
63,0,Mitchell (D-ME),George,S144,Mitchell,D,ME
64,0,Moynihan (D-NY),Daniel,S113,Moynihan,D,NY
65,0,Murkowski (R-AK),Frank,S157,Murkowski,R,AK
66,0,Nickles (R-OK),Don,S158,Nickles,R,OK
67,0,Nunn (D-GA),Sam,S074,Nunn,D,GA
68,0,Packwood (R-OR),Bob,S075,Packwood,R,OR
69,0,Pell (D-RI),Claiborne,S078,Pell,D,RI
70,0,Pressler (R-SD),Larry,S141,Pressler,R,SD
71,0,Pryor (D-AR),David,S125,Pryor,D,AR
72,0,Reid (D-NV),Harry,S198,Reid,D,NV
73,0,Riegle (D-MI),Donald,S107,Riegle,D,MI
74,0,Robb (D-VA),Charles,S207,Robb,D,VA
75,0,Rockefeller (D-WV),John,S176,Rockefeller,D,WV
76,0,Roth (R-DE),William,S083,Roth,R,DE
77,0,Rudman (R-NH),Warren,S160,Rudman,R,NH
78,0,Sanford (D-NC),Terry,S178,Sanford,D,NC
79,0,Sarbanes (D-MD),Paul,S106,Sarbanes,D,MD
80,0,Sasser (D-TN),Jim,S117,Sasser,D,TN
81,0,Seymour (R-CA),John,S218,Seymour,R,CA
82,0,Shelby (D-AL),Richard,S184,Shelby,D,AL
83,0,Simon (D-IL),Paul,S175,Simon,D,IL
84,0,Simpson (R-WY),Alan,S142,Simpson,R,WY
85,0,Smith (R-NH),Bob,S216,Smith,R,NH
86,0,Specter (R-PA),Arlen,S161,Specter,R,PA
87,0,Stevens (R-AK),Ted,S090,Stevens,R,AK
88,0,Thurmond (R-SC),Strom,S096,Thurmond,R,SC
89,0,Wallop (R-WY),Malcolm,S119,Wallop,R,WY
90,0,Warner (R-VA),John,S143,Warner,R,VA
91,0,Wellstone (D-MN),Paul,S217,Wellstone,D,MN
92,0,Wirth (D-CO),Timothy,S181,Wirth,D,CO
93,0,Wofford (D-PA),Harris,S219,Wofford,D,PA
94,1,Adams (D-WA),Brock,S180,Adams,D,WA
95,1,Akaka (D-HI),Daniel,S213,Akaka,D,HI
96,1,Baucus (D-MT),Max,S127,Baucus,D,MT
97,1,Bentsen (D-TX),Lloyd,S009,Bentsen,D,TX
98,1,Biden (D-DE),Joseph,S010,Biden,D,DE
99,1,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
100,1,Boren (D-OK),David,S128,Boren,D,OK
101,1,Bradley (D-NJ),Bill,S132,Bradley,D,NJ
