,0,bill_number,display_name,first_name,id,last_name,party,state
1,,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
2,,0,Baucus (D-MT),Max,S127,Baucus,D,MT
3,,0,Biden (D-DE),Joseph,S010,Biden,D,DE
4,,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
5,,0,Bond (R-MO),Christopher,S200,Bond,R,MO
6,,0,Boren (D-OK),David,S128,Boren,D,OK
7,,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
8,,0,Bradley (D-NJ),Bill,S132,Bradley,D,NJ
9,,0,Breaux (D-LA),John,S179,Breaux,D,LA
10,,0,Bryan (D-NV),Richard,S206,Bryan,D,NV
11,,0,Bumpers (D-AR),Dale,S014,Bumpers,D,AR
12,,0,Byrd (D-WV),Robert,S017,Byrd,D,WV
13,,0,Campbell (D-CO),Ben,S225,Campbell,D,CO
14,,0,Chafee (R-RI),John,S116,Chafee,R,RI
15,,0,Coats (R-IN),Dan,S212,Coats,R,IN
16,,0,Cohen (R-ME),William,S137,Cohen,R,ME
17,,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
18,,0,D'Amato (R-NY),Alfonse,S147,D'Amato,R,NY
19,,0,Danforth (R-MO),John,S108,Danforth,R,MO
20,,0,Daschle (D-SD),Thomas,S185,Daschle,D,SD
21,,0,DeConcini (D-AZ),Dennis,S102,DeConcini,D,AZ
22,,0,Dodd (D-CT),Christopher,S150,Dodd,D,CT
23,,0,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
24,,0,Durenberger (R-MN),Dave,S133,Durenberger,R,MN
25,,0,Exon (D-NE),J.,S129,Exon,D,NE
26,,0,Feingold (D-WI),Russell,S230,Feingold,D,WI
27,,0,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
28,,0,Ford (D-KY),Wendell,S033,Ford,D,KY
29,,0,Glenn (D-OH),John,S035,Glenn,D,OH
30,,0,Graham (D-FL),Bob,S199,Graham,D,FL
31,,0,Harkin (D-IA),Tom,S172,Harkin,D,IA
32,,0,Heflin (D-AL),Howell,S130,Heflin,D,AL
33,,0,Hollings (D-SC),Ernest,S047,Hollings,D,SC
34,,0,Inouye (D-HI),Daniel,S051,Inouye,D,HI
35,,0,Jeffords (R-VT),James,S204,Jeffords,R,VT
36,,0,Johnston (D-LA),J.,S054,Johnston,D,LA
37,,0,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
38,,0,Kerrey (D-NE),J.,S208,Kerrey,D,NE
