,bill_number,display_name,first_name,id,last_name,party,state
1,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
2,0,Baucus (D-MT),Max,S127,Baucus,D,MT
3,0,Bennett (R-UT),Robert,S231,Bennett,R,UT
4,0,Biden (D-DE),Joseph,S010,Biden,D,DE
5,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
6,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
7,0,Breaux (D-LA),John,S179,Breaux,D,LA
8,0,Bryan (D-NV),Richard,S206,Bryan,D,NV
9,0,Bumpers (D-AR),Dale,S014,Bumpers,D,AR
10,0,Byrd (D-WV),Robert,S017,Byrd,D,WV
11,0,Campbell (R-CO),Ben,S225,Campbell,R,CO
12,0,Chafee (R-RI),John,S116,Chafee,R,RI
13,0,Cleland (D-GA),Max,S251,Cleland,D,GA
14,0,Coats (R-IN),Dan,S212,Coats,R,IN
15,0,Cochran (R-MS),Thad,S136,Cochran,R,MS
16,0,Collins (R-ME),Susan,S252,Collins,R,ME
17,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
18,0,Daschle (D-SD),Thomas,S185,Daschle,D,SD
19,0,DeWine (R-OH),Mike,S240,DeWine,R,OH
20,0,Dodd (D-CT),Christopher,S150,Dodd,D,CT
21,0,Domenici (R-NM),Pete,S027,Domenici,R,NM
22,0,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
23,0,Feingold (D-WI),Russell,S230,Feingold,D,WI
24,0,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
25,0,Ford (D-KY),Wendell,S033,Ford,D,KY
26,0,Glenn (D-OH),John,S035,Glenn,D,OH
27,0,Gorton (R-WA),Slade,S152,Gorton,R,WA
28,0,Graham (D-FL),Bob,S199,Graham,D,FL
29,0,Harkin (D-IA),Tom,S172,Harkin,D,IA
30,0,Hatch (R-UT),Orrin,S118,Hatch,R,UT
31,0,Hollings (D-SC),Ernest,S047,Hollings,D,SC
32,0,Inouye (D-HI),Daniel,S051,Inouye,D,HI
33,0,Jeffords (R-VT),James,S204,Jeffords,R,VT
34,0,Johnson (D-SD),Tim,S257,Johnson,D,SD
35,0,Kempthorne (R-ID),Dirk,S232,Kempthorne,R,ID
36,0,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
37,0,Kerrey (D-NE),J.,S208,Kerrey,D,NE
38,0,Kerry (D-MA),John,S173,Kerry,D,MA
39,0,Kohl (D-WI),Herb,S209,Kohl,D,WI
40,0,Landrieu (D-LA),Mary,S258,Landrieu,D,LA
