,bill_number,display_name,first_name,id,last_name,party,state
1,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
2,0,Alexander (R-TN),Lamar,S289,Alexander,R,TN
3,0,Ayotte (R-NH),Kelly,S340,Ayotte,R,NH
4,0,Barrasso (R-WY),John,S317,Barrasso,R,WY
5,0,Baucus (D-MT),Max,S127,Baucus,D,MT
6,0,Begich (D-AK),Mark,S319,Begich,D,AK
7,0,Bennet (D-CO),Michael,S330,Bennet,D,CO
8,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
9,0,Blumenthal (D-CT),Richard,S341,Blumenthal,D,CT
10,0,Blunt (R-MO),Roy,S342,Blunt,R,MO
11,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
12,0,Brown (D-OH),Sherrod,S307,Brown,D,OH
13,0,Brown (R-MA),Scott,S335,Brown,R,MA
14,0,Burr (R-NC),Richard,S300,Burr,R,NC
15,0,Cantwell (D-WA),Maria,S275,Cantwell,D,WA
16,0,Cardin (D-MD),Benjamin,S308,Cardin,D,MD
17,0,Carper (D-DE),Thomas,S277,Carper,D,DE
18,0,Casey (D-PA),Bob,S309,Casey,D,PA
19,0,Coats (R-IN),Dan,S212,Coats,R,IN
20,0,Cochran (R-MS),Thad,S136,Cochran,R,MS
21,0,Collins (R-ME),Susan,S252,Collins,R,ME
22,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
23,0,Coons (D-DE),Christopher,S337,Coons,D,DE
24,0,Corker (R-TN),Bob,S310,Corker,R,TN
25,0,Crapo (R-ID),Mike,S266,Crapo,R,ID
26,0,Durbin (D-IL),Richard,S253,Durbin,D,IL
27,0,Enzi (R-WY),Michael,S254,Enzi,R,WY
28,0,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
29,0,Franken (D-MN),Al,S332,Franken,D,MN
30,0,Gillibrand (D-NY),Kirsten,S331,Gillibrand,D,NY
31,0,Grassley (R-IA),Chuck,S153,Grassley,R,IA
32,0,Harkin (D-IA),Tom,S172,Harkin,D,IA
33,0,Heller (R-NV),Dean,S352,Heller,R,NV
34,0,Hutchison (R-TX),Kay,S235,Hutchison,R,TX
35,0,Inouye (D-HI),Daniel,S051,Inouye,D,HI
36,0,Johanns (R-NE),Mike,S321,Johanns,R,NE
37,0,Johnson (D-SD),Tim,S257,Johnson,D,SD
38,0,Kerry (D-MA),John,S173,Kerry,D,MA
39,0,Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN
40,0,Kohl (D-WI),Herb,S209,Kohl,D,WI
41,0,Kyl (R-AZ),Jon,S243,Kyl,R,AZ
42,0,Landrieu (D-LA),Mary,S258,Landrieu,D,LA
43,0,Leahy (D-VT),Patrick,S057,Leahy,D,VT
44,0,Levin (D-MI),Carl,S131,Levin,D,MI
45,0,Lugar (R-IN),Richard,S105,Lugar,R,IN
46,0,Manchin (D-WV),Joe,S338,Manchin,D,WV
47,0,McCain (R-AZ),John,S197,McCain,R,AZ
48,0,McCaskill (D-MO),Claire,S312,McCaskill,D,MO
49,0,McConnell (R-KY),Mitch,S174,McConnell,R,KY
50,0,Menendez (D-NJ),Robert,S306,Menendez,D,NJ
51,0,Merkley (D-OR),Jeff,S322,Merkley,D,OR
52,0,Moran (R-KS),Jerry,S347,Moran,R,KS
53,0,Murkowski (R-AK),Lisa,S288,Murkowski,R,AK
54,0,Murray (D-WA),Patty,S229,Murray,D,WA
55,0,Nelson (D-FL),Bill,S282,Nelson,D,FL
56,0,Nelson (D-NE),E.,S283,Nelson,D,NE
57,0,Portman (R-OH),Rob,S349,Portman,R,OH
58,0,Pryor (D-AR),Mark,S295,Pryor,D,AR
59,0,Reed (D-RI),John,S259,Reed,D,RI
60,0,Reid (D-NV),Harry,S198,Reid,D,NV
61,0,Roberts (R-KS),Pat,S260,Roberts,R,KS
62,0,Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV
63,0,Schumer (D-NY),Charles,S270,Schumer,D,NY
64,0,Shaheen (D-NH),Jeanne,S324,Shaheen,D,NH
65,0,Snowe (R-ME),Olympia,S245,Snowe,R,ME
66,0,Stabenow (D-MI),Debbie,S284,Stabenow,D,MI
67,0,Tester (D-MT),Jon,S314,Tester,D,MT
68,0,Thune (R-SD),John,S303,Thune,R,SD
69,0,Udall (D-CO),Mark,S325,Udall,D,CO
70,0,Udall (D-NM),Tom,S326,Udall,D,NM
71,0,Warner (D-VA),Mark,S327,Warner,D,VA
72,0,Webb (D-VA),James,S315,Webb,D,VA
73,0,Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI
74,0,Wyden (D-OR),Ron,S247,Wyden,D,OR
75,1,Alexander (R-TN),Lamar,S289,Alexander,R,TN
76,1,Ayotte (R-NH),Kelly,S340,Ayotte,R,NH
77,1,Barrasso (R-WY),John,S317,Barrasso,R,WY
78,1,Blunt (R-MO),Roy,S342,Blunt,R,MO
79,1,Boozman (R-AR),John,S343,Boozman,R,AR
80,1,Burr (R-NC),Richard,S300,Burr,R,NC
81,1,Coats (R-IN),Dan,S212,Coats,R,IN
82,1,Coburn (R-OK),Tom,S301,Coburn,R,OK
83,1,Cochran (R-MS),Thad,S136,Cochran,R,MS
84,1,Collins (R-ME),Susan,S252,Collins,R,ME
85,1,Cornyn (R-TX),John,S287,Cornyn,R,TX
86,1,Crapo (R-ID),Mike,S266,Crapo,R,ID
87,1,DeMint (R-SC),James,S302,DeMint,R,SC
88,1,Enzi (R-WY),Michael,S254,Enzi,R,WY
89,1,Graham (R-SC),Lindsey,S293,Graham,R,SC
90,1,Grassley (R-IA),Chuck,S153,Grassley,R,IA
91,1,Hatch (R-UT),Orrin,S118,Hatch,R,UT
92,1,Heller (R-NV),Dean,S352,Heller,R,NV
93,1,Hoeven (R-ND),John,S344,Hoeven,R,ND
94,1,Hutchison (R-TX),Kay,S235,Hutchison,R,TX
95,1,Inhofe (R-OK),Jim,S236,Inhofe,R,OK
96,1,Isakson (R-GA),Johnny,S305,Isakson,R,GA
97,1,Johanns (R-NE),Mike,S321,Johanns,R,NE
98,1,Johnson (R-WI),Ron,S345,Johnson,R,WI
99,1,Kyl (R-AZ),Jon,S243,Kyl,R,AZ
100,1,Lee (R-UT),Mike,S346,Lee,R,UT
101,1,Lugar (R-IN),Richard,S105,Lugar,R,IN
102,1,Manchin (D-WV),Joe,S338,Manchin,D,WV
103,1,McConnell (R-KY),Mitch,S174,McConnell,R,KY
104,1,Moran (R-KS),Jerry,S347,Moran,R,KS
105,1,Murkowski (R-AK),Lisa,S288,Murkowski,R,AK
106,1,Nelson (D-NE),E.,S283,Nelson,D,NE
107,1,Paul (R-KY),Rand,S348,Paul,R,KY
108,1,Portman (R-OH),Rob,S349,Portman,R,OH
109,1,Risch (R-ID),James,S323,Risch,R,ID
110,1,Roberts (R-KS),Pat,S260,Roberts,R,KS
111,1,Rubio (R-FL),Marco,S350,Rubio,R,FL
112,1,Sessions (R-AL),Jeff,S261,Sessions,R,AL
113,1,Shelby (R-AL),Richard,S184,Shelby,R,AL
114,1,Snowe (R-ME),Olympia,S245,Snowe,R,ME
115,1,Thune (R-SD),John,S303,Thune,R,SD
116,1,Toomey (R-PA),Pat,S351,Toomey,R,PA
117,1,Vitter (R-LA),David,S299,Vitter,R,LA
118,1,Wicker (R-MS),Roger,S318,Wicker,R,MS
119,2,Akaka (D-HI),Daniel,S213,Akaka,D,HI
120,2,Alexander (R-TN),Lamar,S289,Alexander,R,TN
121,2,Ayotte (R-NH),Kelly,S340,Ayotte,R,NH
122,2,Barrasso (R-WY),John,S317,Barrasso,R,WY
123,2,Baucus (D-MT),Max,S127,Baucus,D,MT
124,2,Begich (D-AK),Mark,S319,Begich,D,AK
125,2,Bennet (D-CO),Michael,S330,Bennet,D,CO
