,0,bill_number,display_name,first_name,id,last_name,party,state
1,,0,Akaka (D-HI),Daniel,S213,Akaka,D,HI
2,,0,Alexander (R-TN),Lamar,S289,Alexander,R,TN
3,,0,Allard (R-CO),A.,S250,Allard,R,CO
4,,0,Barrasso (R-WY),John,S317,Barrasso,R,WY
5,,0,Baucus (D-MT),Max,S127,Baucus,D,MT
6,,0,Bayh (D-IN),Evan,S264,Bayh,D,IN
7,,0,Bennett (R-UT),Robert,S231,Bennett,R,UT
8,,0,Biden (D-DE),Joseph,S010,Biden,D,DE
9,,0,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
10,,0,Bond (R-MO),Christopher,S200,Bond,R,MO
11,,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
12,,0,Brown (D-OH),Sherrod,S307,Brown,D,OH
13,,0,Brownback (R-KS),Samuel,S249,Brownback,R,KS
14,,0,Bunning (R-KY),Jim,S265,Bunning,R,KY
15,,0,Burr (R-NC),Richard,S300,Burr,R,NC
16,,0,Cantwell (D-WA),Maria,S275,Cantwell,D,WA
17,,0,Cardin (D-MD),Benjamin,S308,Cardin,D,MD
18,,0,Carper (D-DE),Thomas,S277,Carper,D,DE
19,,0,Casey (D-PA),Bob,S309,Casey,D,PA
20,,0,Chambliss (R-GA),Saxby,S290,Chambliss,R,GA
21,,0,Coburn (R-OK),Tom,S301,Coburn,R,OK
22,,0,Cochran (R-MS),Thad,S136,Cochran,R,MS
23,,0,Coleman (R-MN),Norm,S291,Coleman,R,MN
24,,0,Collins (R-ME),Susan,S252,Collins,R,ME
25,,0,Conrad (D-ND),Kent,S201,Conrad,D,ND
26,,0,Corker (R-TN),Bob,S310,Corker,R,TN
27,,0,Cornyn (R-TX),John,S287,Cornyn,R,TX
28,,0,Craig (R-ID),Larry,S215,Craig,R,ID
29,,0,Crapo (R-ID),Mike,S266,Crapo,R,ID
30,,0,DeMint (R-SC),James,S302,DeMint,R,SC
31,,0,Dodd (D-CT),Christopher,S150,Dodd,D,CT
32,,0,Dole (R-NC),Elizabeth,S292,Dole,R,NC
33,,0,Domenici (R-NM),Pete,S027,Domenici,R,NM
34,,0,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
35,,0,Durbin (D-IL),Richard,S253,Durbin,D,IL
36,,0,Ensign (R-NV),John,S281,Ensign,R,NV
37,,0,Enzi (R-WY),Michael,S254,Enzi,R,WY
38,,0,Feinstein (D-CA),Dianne,S221,Feinstein,D,CA
39,,0,Graham (R-SC),Lindsey,S293,Graham,R,SC
40,,0,Grassley (R-IA),Charles,S153,Grassley,R,IA
41,,0,Gregg (R-NH),Judd,S224,Gregg,R,NH
42,,0,Hagel (R-NE),Chuck,S255,Hagel,R,NE
43,,0,Harkin (D-IA),Tom,S172,Harkin,D,IA
44,,0,Hatch (R-UT),Orrin,S118,Hatch,R,UT
45,,0,Hutchison (R-TX),Kay,S235,Hutchison,R,TX
46,,0,Inhofe (R-OK),Jim,S236,Inhofe,R,OK
47,,0,Inouye (D-HI),Daniel,S051,Inouye,D,HI
48,,0,Isakson (R-GA),Johnny,S305,Isakson,R,GA
49,,0,Johnson (D-SD),Tim,S257,Johnson,D,SD
50,,0,Kennedy (D-MA),Edward,S055,Kennedy,D,MA
51,,0,Kerry (D-MA),John,S173,Kerry,D,MA
52,,0,Klobuchar (D-MN),Amy,S311,Klobuchar,D,MN
53,,0,Kohl (D-WI),Herb,S209,Kohl,D,WI
54,,0,Kyl (R-AZ),Jon,S243,Kyl,R,AZ
55,,0,Landrieu (D-LA),Mary,S258,Landrieu,D,LA
56,,0,Lautenberg (D-NJ),Frank,S166,Lautenberg,D,NJ
57,,0,Leahy (D-VT),Patrick,S057,Leahy,D,VT
58,,0,Levin (D-MI),Carl,S131,Levin,D,MI
59,,0,Lieberman (ID-CT),Joe,S210,Lieberman,ID,CT
60,,0,Lincoln (D-AR),Blanche,S269,Lincoln,D,AR
61,,0,Lugar (R-IN),Richard,S105,Lugar,R,IN
62,,0,Martinez (R-FL),Mel,S304,Martinez,R,FL
63,,0,McCaskill (D-MO),Claire,S312,McCaskill,D,MO
64,,0,McConnell (R-KY),Mitch,S174,McConnell,R,KY
65,,0,Mikulski (D-MD),Barbara,S182,Mikulski,D,MD
66,,0,Murkowski (R-AK),Lisa,S288,Murkowski,R,AK
67,,0,Murray (D-WA),Patty,S229,Murray,D,WA
68,,0,Nelson (D-FL),Bill,S282,Nelson,D,FL
69,,0,Nelson (D-NE),E.,S283,Nelson,D,NE
70,,0,Pryor (D-AR),Mark,S295,Pryor,D,AR
71,,0,Reed (D-RI),John,S259,Reed,D,RI
72,,0,Reid (D-NV),Harry,S198,Reid,D,NV
73,,0,Roberts (R-KS),Pat,S260,Roberts,R,KS
74,,0,Rockefeller (D-WV),Jay,S176,Rockefeller,D,WV
75,,0,Salazar (D-CO),Ken,S297,Salazar,D,CO
76,,0,Schumer (D-NY),Charles,S270,Schumer,D,NY
77,,0,Sessions (R-AL),Jeff,S261,Sessions,R,AL
78,,0,Shelby (R-AL),Richard,S184,Shelby,R,AL
79,,0,Smith (R-OR),Gordon,S262,Smith,R,OR
80,,0,Snowe (R-ME),Olympia,S245,Snowe,R,ME
81,,0,Specter (R-PA),Arlen,S161,Specter,R,PA
82,,0,Stabenow (D-MI),Debbie,S284,Stabenow,D,MI
83,,0,Stevens (R-AK),Ted,S090,Stevens,R,AK
84,,0,Sununu (R-NH),John,S296,Sununu,R,NH
85,,0,Tester (D-MT),Jon,S314,Tester,D,MT
86,,0,Vitter (R-LA),David,S299,Vitter,R,LA
87,,0,Voinovich (R-OH),George,S271,Voinovich,R,OH
88,,0,Webb (D-VA),James,S315,Webb,D,VA
89,,0,Whitehouse (D-RI),Sheldon,S316,Whitehouse,D,RI
90,,0,Wicker (R-MS),Roger,S318,Wicker,R,MS
91,,0,Wyden (D-OR),Ron,S247,Wyden,D,OR
92,,1,Alexander (R-TN),Lamar,S289,Alexander,R,TN
93,,1,Allard (R-CO),A.,S250,Allard,R,CO
94,,1,Barrasso (R-WY),John,S317,Barrasso,R,WY
95,,1,Bayh (D-IN),Evan,S264,Bayh,D,IN
96,,1,Bennett (R-UT),Robert,S231,Bennett,R,UT
97,,1,Bond (R-MO),Christopher,S200,Bond,R,MO
98,,1,Brownback (R-KS),Samuel,S249,Brownback,R,KS
99,,1,Bunning (R-KY),Jim,S265,Bunning,R,KY
100,,1,Burr (R-NC),Richard,S300,Burr,R,NC
101,,1,Carper (D-DE),Thomas,S277,Carper,D,DE
102,,1,Chambliss (R-GA),Saxby,S290,Chambliss,R,GA
103,,1,Coburn (R-OK),Tom,S301,Coburn,R,OK
104,,1,Cochran (R-MS),Thad,S136,Cochran,R,MS
105,,1,Coleman (R-MN),Norm,S291,Coleman,R,MN
106,,1,Collins (R-ME),Susan,S252,Collins,R,ME
107,,1,Corker (R-TN),Bob,S310,Corker,R,TN
108,,1,Cornyn (R-TX),John,S287,Cornyn,R,TX
109,,1,Craig (R-ID),Larry,S215,Craig,R,ID
110,,1,Crapo (R-ID),Mike,S266,Crapo,R,ID
111,,1,DeMint (R-SC),James,S302,DeMint,R,SC
112,,1,Dole (R-NC),Elizabeth,S292,Dole,R,NC
113,,1,Domenici (R-NM),Pete,S027,Domenici,R,NM
114,,1,Ensign (R-NV),John,S281,Ensign,R,NV
115,,1,Enzi (R-WY),Michael,S254,Enzi,R,WY
116,,1,Grassley (R-IA),Charles,S153,Grassley,R,IA
117,,1,Gregg (R-NH),Judd,S224,Gregg,R,NH
118,,1,Hagel (R-NE),Chuck,S255,Hagel,R,NE
119,,1,Hatch (R-UT),Orrin,S118,Hatch,R,UT
120,,1,Hutchison (R-TX),Kay,S235,Hutchison,R,TX
