,0,bill_number,display_name,first_name,id,last_name,party,state
1,,0,Boxer (D-CA),Barbara,S223,Boxer,D,CA
2,,1,Alexander (R-TN),Lamar,S289,Alexander,R,TN
3,,1,Allard (R-CO),A.,S250,Allard,R,CO
4,,1,Allen (R-VA),George,S274,Allen,R,VA
5,,1,Baucus (D-MT),Max,S127,Baucus,D,MT
6,,1,Bennett (R-UT),Robert,S231,Bennett,R,UT
7,,1,Biden (D-DE),Joseph,S010,Biden,D,DE
8,,1,Bingaman (D-NM),Jeff,S167,Bingaman,D,NM
9,,1,Bond (R-MO),Christopher,S200,Bond,R,MO
10,,1,Brownback (R-KS),Samuel,S249,Brownback,R,KS
11,,1,Bunning (R-KY),Jim,S265,Bunning,R,KY
12,,1,Burr (R-NC),Richard,S300,Burr,R,NC
13,,1,Cantwell (D-WA),Maria,S275,Cantwell,D,WA
14,,1,Carper (D-DE),Thomas,S277,Carper,D,DE
15,,1,Chafee (R-RI),Lincoln,S272,Chafee,R,RI
16,,1,Chambliss (R-GA),Saxby,S290,Chambliss,R,GA
17,,1,Clinton (D-NY),Hillary,S278,Clinton,D,NY
18,,1,Coburn (R-OK),Tom,S301,Coburn,R,OK
19,,1,Cochran (R-MS),Thad,S136,Cochran,R,MS
20,,1,Coleman (R-MN),Norm,S291,Coleman,R,MN
21,,1,Collins (R-ME),Susan,S252,Collins,R,ME
22,,1,Conrad (D-ND),Kent,S201,Conrad,D,ND
23,,1,Cornyn (R-TX),John,S287,Cornyn,R,TX
24,,1,Corzine (D-NJ),Jon,S279,Corzine,D,NJ
25,,1,Craig (R-ID),Larry,S215,Craig,R,ID
26,,1,Crapo (R-ID),Mike,S266,Crapo,R,ID
27,,1,DeMint (R-SC),James,S302,DeMint,R,SC
28,,1,DeWine (R-OH),Mike,S240,DeWine,R,OH
29,,1,Dodd (D-CT),Christopher,S150,Dodd,D,CT
30,,1,Dole (R-NC),Elizabeth,S292,Dole,R,NC
31,,1,Domenici (R-NM),Pete,S027,Domenici,R,NM
32,,1,Dorgan (D-ND),Byron,S222,Dorgan,D,ND
33,,1,Ensign (R-NV),John,S281,Ensign,R,NV
